User ID,Gender,Age,EstimatedSalary,Purchased
11792465,Male,45,128000,0
14966825,Female,26,86000,0
15700754,Female,59,48000,0
16481362,Male,48,80000,1
12546660,Female,27,139000,1
10506395,Male,32,118000,0
13268263,Female,34,34000,0
15964958,Female,54,86000,1
19803224,Female,37,150000,0
15680002,Male,33,75000,0
10030629,Male,53,37000,0
12881930,Male,37,78000,1
13824453,Male,36,105000,0
16584907,Male,40,37000,1
10539353,Male,37,113000,1
14485811,Male,21,137000,0
13642414,Male,59,17000,0
13872646,Female,29,28000,1
11347217,Male,20,87000,1
15678361,Male,52,127000,0
13730677,Female,21,115000,0
18145515,Female,30,107000,1
14180845,Male,30,73000,1
11990398,Female,37,104000,0
16691310,Female,34,102000,1
11226737,Female,56,64000,0
18774609,Female,42,52000,1
11022413,Female,26,116000,0
19812792,Male,38,74000,0
13354357,Female,46,55000,0
16731573,Female,46,91000,1
13677645,Female,48,79000,1
11651692,Male,41,32000,1
17090290,Female,54,19000,1
13195240,Female,43,26000,1
17512868,Female,51,39000,1
14022687,Male,55,36000,1
11169519,Male,59,114000,0
17902470,Female,49,53000,1
17765390,Female,48,102000,0
12105723,Female,21,93000,1
16117558,Male,36,102000,0
15584408,Female,21,31000,1
10674492,Female,57,85000,1
16819407,Female,59,51000,1
11247444,Male,25,97000,1
10229752,Male,51,43000,1
15787928,Male,43,32000,1
16165981,Male,36,125000,0
18225867,Female,18,119000,1
19721543,Female,18,38000,0
18443051,Male,56,131000,1
15598610,Male,18,22000,0
13389730,Female,35,139000,1
19336602,Female,23,141000,0
12554146,Male,58,50000,1
17302851,Female,35,111000,0
17553059,Female,44,103000,0
15075241,Male,39,67000,0
18821281,Female,33,127000,0
12288052,Female,42,94000,1
12985606,Male,19,100000,0
10611733,Female,40,105000,0
16368434,Male,44,106000,0
19883948,Male,32,125000,1
13713561,Female,20,27000,0
18095208,Female,27,104000,1
13585438,Female,31,73000,1
17879549,Female,32,31000,1
18392270,Male,53,46000,1
12195130,Male,53,133000,0
14758751,Female,34,85000,0
14430977,Female,59,137000,0
12104190,Male,41,62000,0
17516388,Male,32,25000,1
18967867,Female,58,15000,0
17655782,Male,28,113000,0
15261632,Female,23,86000,1
10469356,Male,49,113000,0
17356012,Male,38,122000,0
19427140,Male,35,98000,0
19230369,Male,55,124000,1
10144117,Female,42,89000,1
12692894,Male,55,131000,0
19814948,Male,29,88000,0
17310141,Male,54,147000,0
15173128,Female,54,59000,0
12055324,Female,26,73000,0
16816573,Female,34,104000,0
19041366,Female,27,116000,0
16354753,Male,56,71000,0
19434410,Male,56,74000,1
18712015,Male,33,104000,1
10634614,Female,19,89000,1
11106349,Male,59,24000,1
17759036,Male,19,72000,0
19927215,Male,19,37000,1
14721310,Male,29,29000,1
10984413,Male,47,118000,0
15483329,Male,51,103000,1
16485381,Male,38,111000,1
18405564,Male,25,38000,0
10041975,Female,18,69000,1
19496432,Female,53,86000,1
11132440,Female,40,49000,1
12910476,Female,39,58000,0
19667297,Female,28,123000,1
16285795,Male,41,45000,0
14601341,Male,29,79000,1
14872180,Male,31,117000,0
14118513,Female,48,133000,0
16825795,Female,51,92000,1
11841556,Female,23,139000,1
14840794,Male,41,39000,0
12313200,Female,18,32000,0
19983443,Male,49,113000,1
19569751,Male,18,130000,1
11021130,Male,34,58000,1
19183851,Male,55,138000,1
18834579,Male,22,100000,0
15464607,Male,58,35000,0
16315332,Male,21,51000,0
11200846,Male,50,119000,0
13627552,Female,40,87000,0
18303065,Male,30,120000,0
15463744,Female,30,129000,1
10338186,Male,56,65000,0
11005441,Female,18,145000,1
11810991,Male,52,106000,0
17418909,Male,34,82000,0
17212956,Male,57,26000,0
16477115,Male,21,41000,1
17604654,Female,52,73000,1
10269800,Male,52,76000,0
14442910,Female,27,52000,0
13736797,Male,20,69000,1
16735227,Male,33,123000,0
19338740,Female,42,137000,1
17127895,Male,58,81000,1
13188286,Male,33,79000,1
12007012,Female,51,116000,0
19009805,Female,45,132000,1
15301618,Female,38,72000,0
18897788,Female,51,125000,0
18816705,Male,44,48000,0
14662942,Female,56,35000,1
14371155,Female,20,64000,1
19023947,Female,24,144000,1
14433312,Male,55,23000,1
10741962,Male,48,74000,0
16727647,Female,22,31000,1
11604997,Male,51,66000,0
19459117,Male,22,16000,0
17363640,Male,34,82000,1
11944587,Female,24,80000,1
13909861,Male,48,141000,0
16974040,Female,45,62000,0
18981700,Male,24,114000,0
19450517,Female,43,111000,0
17469815,Female,57,43000,1
12472093,Male,51,28000,0
13398532,Female,48,69000,1
15727873,Male,49,34000,0
18338462,Male,59,144000,0
19317071,Female,38,62000,0
10384650,Male,44,110000,1
11604126,Male,41,132000,1
16807404,Female,31,101000,0
15437381,Male,48,143000,0
14380138,Male,59,38000,1
15756607,Male,27,57000,1
18480996,Female,48,31000,0
18997394,Female,54,61000,1
15890740,Female,26,131000,0
11835050,Male,24,79000,0
12703845,Male,47,66000,1
15050123,Female,51,84000,1
19290161,Female,25,147000,0
18889936,Male,33,76000,0
11668963,Female,33,91000,0
17813956,Male,52,132000,0
11348311,Male,50,49000,0
17845857,Male,37,123000,0
13581191,Male,48,61000,0
18075478,Male,58,79000,1
15315393,Female,59,58000,0
11079360,Female,31,26000,1
19459303,Female,26,93000,1
14306004,Female,28,148000,0
18211043,Female,20,53000,1
14576403,Male,29,132000,1
14906845,Female,28,66000,0
10569207,Male,18,70000,0
13916457,Male,49,143000,0
19567716,Female,25,146000,1
18450403,Male,18,39000,1
19947465,Male,41,39000,1
14089489,Female,50,18000,1
11719388,Male,28,127000,1
16606821,Female,29,42000,1
12720983,Male,28,50000,1
15230959,Female,23,112000,1
16604603,Female,56,44000,1
15609807,Female,30,146000,1
19002772,Female,49,141000,0
12827914,Female,37,140000,0
19719340,Male,19,147000,1
11288276,Male,36,66000,1
10636383,Male,51,90000,0
16806619,Female,46,148000,0
10191449,Male,35,48000,1
14982704,Female,39,122000,1
19228724,Male,50,43000,0
12321062,Female,55,120000,0
11932385,Female,44,69000,0
11548624,Female,38,143000,1
17437338,Male,34,48000,0
17618609,Male,27,74000,0
14514118,Male,40,142000,0
15035168,Female,43,150000,1
15946433,Female,34,32000,1
16195031,Female,37,96000,1
11555413,Male,22,27000,0
12089611,Male,47,21000,0
15361611,Male,44,105000,0
14956663,Female,44,87000,0
16062642,Male,53,84000,1
15016401,Male,39,24000,0
18787321,Male,36,132000,0
10780439,Female,46,22000,0
13981316,Male,33,26000,0
12228814,Male,32,59000,0
16512718,Male,52,73000,1
12521618,Male,46,31000,1
11063242,Female,53,75000,1
18799260,Female,48,67000,0
11270396,Male,33,119000,0
15115600,Female,49,48000,0
17857494,Female,40,131000,0
15419876,Female,22,54000,0
17898411,Male,45,72000,0
14008579,Female,47,18000,1
15870567,Male,25,86000,1
17607966,Female,43,70000,0
19927403,Female,56,75000,1
18848011,Female,49,131000,0
15915484,Male,39,25000,0
16426422,Female,48,110000,1
12572345,Female,55,93000,1
18279018,Female,20,121000,0
13188711,Male,50,96000,0
11484943,Female,46,23000,1
16063439,Male,45,22000,1
14922794,Male,55,128000,0
11598112,Female,43,76000,1
11475935,Male,44,100000,0
11508896,Female,53,19000,1
18659581,Female,24,134000,1
14927398,Female,31,88000,1
12925596,Male,40,72000,0
14685782,Male,50,90000,1
17263810,Female,35,42000,0
17818943,Female,51,91000,0
18260170,Male,28,121000,0
10912323,Female,54,108000,1
14493038,Female,34,138000,1
12373724,Male,23,87000,0
19844650,Female,23,98000,1
10142433,Female,41,28000,0
17926477,Female,55,93000,0
14029633,Female,58,117000,1
10219703,Male,57,63000,1
15431117,Male,32,120000,0
16537811,Male,47,102000,0
10575383,Female,22,97000,1
19447158,Male,49,99000,1
17653149,Female,32,98000,0
10809579,Female,43,101000,1
11860456,Female,27,24000,0
12350745,Female,22,29000,0
18878084,Female,52,97000,0
12416861,Female,57,65000,0
15268297,Male,31,37000,1
11461914,Female,54,67000,1
17116668,Female,40,137000,1
19850742,Female,25,81000,0
15306346,Female,52,99000,1
11898120,Male,33,28000,1
18973480,Male,49,60000,1
18165026,Female,20,40000,0
10933431,Female,46,49000,0
16169660,Female,45,92000,1
17942317,Female,19,64000,1
12429210,Female,24,47000,0
11361433,Male,43,22000,1
15035240,Female,45,71000,1
17467275,Male,19,48000,1
14244707,Male,18,32000,1
13757752,Female,55,66000,1
17593274,Female,54,102000,0
12295960,Female,21,60000,1
19052619,Male,49,85000,1
19141582,Female,42,26000,0
18541460,Female,34,80000,1
10068182,Female,34,17000,1
17781255,Male,41,114000,0
13904959,Male,37,100000,1
10284873,Female,47,79000,0
10339703,Female,32,99000,1
15970761,Male,48,40000,0
17961001,Female,38,99000,0
19816556,Female,31,98000,1
19543056,Female,34,103000,0
19413833,Male,32,129000,0
17381023,Male,40,34000,1
12102858,Female,48,145000,0
18535360,Female,21,32000,0
10275751,Female,28,104000,0
19056306,Female,38,99000,0
12835198,Male,33,82000,1
15447299,Male,26,43000,0
18185917,Male,57,92000,1
12166128,Female,29,91000,1
14563585,Female,47,118000,0
17200604,Male,41,44000,0
18663511,Female,28,37000,0
13219609,Male,25,29000,1
11265147,Female,47,127000,0
18668476,Male,21,119000,0
15891318,Male,50,39000,1
17847658,Male,24,142000,1
14627772,Male,34,95000,0
13794574,Female,56,45000,1
12239751,Female,54,88000,1
12389159,Male,28,117000,1
17108071,Male,19,121000,0
10537983,Male,54,84000,0
19064458,Male,22,103000,0
17631896,Male,22,108000,0
15517429,Male,38,21000,1
19466899,Male,28,82000,0
15048509,Male,26,141000,0
12280762,Female,28,44000,0
10089543,Female,32,54000,0
15696447,Male,27,62000,1
12546362,Male,50,131000,0
16514763,Female,47,115000,1
13776719,Female,19,83000,0
14247864,Female,18,143000,1
18602010,Male,51,19000,0
13060619,Female,55,45000,1
11999330,Male,49,51000,0
11388986,Female,35,130000,1
16529314,Female,23,93000,0
14183739,Male,49,88000,1
11407325,Female,25,53000,1
13787746,Female,48,111000,1
13022966,Female,38,93000,1
12774096,Male,41,77000,0
12451411,Female,27,64000,0
18122714,Female,50,138000,0
14475829,Male,48,150000,0
10547578,Female,18,120000,0
16380389,Male,41,38000,1
15523222,Male,25,21000,0
18949298,Female,34,38000,0
18025672,Male,24,81000,1
13684644,Male,46,25000,1
17071834,Male,30,17000,0
10567081,Female,22,103000,0
11767917,Female,54,112000,1
15787934,Female,56,53000,0
